"LEAGUE","NAME","PLAYER ID","POS","SEASON","DY+/-","GP","EV P1/GP","PP P1/GP","P1/GP","EV G","EV A1","EV A2","EV P1","PP G","PP A1","PP A2","PP P1","SH G","SH A1","SH A2","EV SH%","PP SH%","SH%","TG","TP1","TP","TP/GP","EV%","Goals/P1","EV GF","EV GA","EV GF%","EV GF%Rel","OFF EV GF","OFF EV GA","eTOI/GP","P1/e60","DOB","AGE SEPT 15","AGE DEC 31","#","TEAM","HT","SHOOTS","DRAFT YEAR","NHL DRAFT","DRAFT TEAM","NHL TEAM","HEATMAP"
"WHL","Jamie Crooks","26363/jamie-crooks","F","2010","DY","72","0.3194","0.1111","0.4306","14","9","2","23","7","1","2","8","0","0","0","0.00","0.00","0.00","21","31","35","0.4861","74.19","67.74","38","36","51.35","2.34","99","103","12.84","2.0112","1992-01-08","18.69","18.98","15","","-","L","2010","","","-",""
"WHL","Zak Zborosky","36344/zak-zborosky","F","2015","DY","72","0.3889","0.0417","0.4306","16","12","7","28","2","1","2","3","0","0","0","0.00","0.00","0.00","18","31","40","0.5556","90.32","58.06","58","59","49.57","0.71","129","135","15.09","1.7120","1996-10-15","18.92","19.21","22","KTN","-","R","2015","","","-",""
"WHL","Myles Bell","29851/myles-bell","F","2011","DY","66","0.2727","0.1364","0.4242","9","9","10","18","5","4","6","9","0","1","1","0.00","0.00","0.00","14","28","45","0.6818","66.67","51.85","62","77","44.60","7.76","77","132","16.63","1.5304","1993-08-13","18.09","18.38","6","","-","R","2011","NJD (2013) - #160","NJD","-",""
"WHL","Adam Musil","37246/adam-musil","F","2015","DY","66","0.2576","0.1515","0.4242","9","8","8","17","6","4","3","10","0","1","0","0.00","0.00","0.00","15","28","39","0.5909","62.96","55.56","42","46","47.73","- 2.74","109","107","14.10","1.8059","1997-03-26","18.47","18.76","25","RD","-","R","2015","STL (2015) - #94","STL","-",""
"WHL","Curtis Hamilton","26207/curtis-hamilton","F","2010","DY","26","0.3846","0.0385","0.4231","7","3","4","10","0","1","0","1","0","0","1","0.00","0.00","0.00","7","11","16","0.6154","90.91","63.64","20","11","64.52","- 0.96","55","29","13.88","1.8286","1991-12-04","18.78","19.08","9","","-","L","2010","EDM (2010) - #48","EDM","-",""
"WHL","Mark Reners","28120/mark-reners","F","2011","DY","50","0.3400","0.0800","0.4200","12","5","2","17","3","1","2","4","0","0","0","0.00","0.00","0.00","15","21","25","0.5000","80.95","71.43","28","31","47.46","- 5.03","95","86","12.74","1.9778","1992-10-23","18.89","19.19","17","","-","R","2011","","","-",""
"WHL","Andrej Kudrna","25286/andrej-kudrna","F","2009","DY","67","0.3134","0.0896","0.4179","13","8","6","21","4","2","4","6","1","0","0","0.00","0.00","0.00","18","28","38","0.5672","77.78","62.96","45","21","68.18","- 0.66","148","67","12.23","2.0502","1991-05-11","18.34","18.64","23","","-","L","2009","","","-",""
"WHL","Trevor Cox","33961/trevor-cox","F","2013","DY","72","0.3333","0.0833","0.4167","11","13","3","24","5","1","6","6","0","0","0","0.00","0.00","0.00","16","30","39","0.5417","80.00","53.33","35","37","48.61","1.89","121","138","12.15","2.0579","1995-08-12","18.09","18.39","36","MH","-","L","2013","","","-",""
"WHL","Alex Schoenborn","34440/alex-schoenborn","F","2014","DY","72","0.3750","0.0417","0.4167","17","10","6","27","1","2","0","3","0","0","0","0.00","0.00","0.00","18","30","36","0.5000","90.00","60.00","55","35","61.11","- 2.46","171","98","12.54","1.9935","1995-12-12","18.76","19.05","22","POR","-","R","2014","SJS (2014) - #72","SJS","-",""
"WHL","Cameron Hebig","36739/cameron-hebig","F","2015","DY","72","0.2778","0.1250","0.4167","12","8","6","20","5","4","4","9","1","0","0","0.00","0.00","0.00","18","30","40","0.5556","68.97","58.62","40","67","37.38","1.49","84","150","14.22","1.7581","1997-01-21","18.65","18.94","9","SAS","-","R","2015","","","EDM",""
"WHL","Brett Bulmer","27153/brett-bulmer","F","2010","DY","65","0.2769","0.1385","0.4154","7","11","11","18","6","3","2","9","0","0","0","0.00","0.00","0.00","13","27","40","0.6154","66.67","48.15","41","46","47.13","3.15","73","93","14.06","1.7728","1992-04-26","18.39","18.68","19","","-","R","2010","MIN (2010) - #39","MIN","-",""
"WHL","Dominic Zwerger","35947/dominic-zwerger","F","2014","DY","53","0.3774","0.0377","0.4151","14","6","4","20","2","0","0","2","0","0","0","0.00","0.00","0.00","16","22","26","0.4906","90.91","72.73","33","19","63.46","10.49","89","79","12.29","2.0268","1996-07-16","18.16","18.46","22","SPO","-","L","2014","","","-",""
"WHL","Riley Sheen","32385/riley-sheen","F","2013","DY","71","0.2676","0.1408","0.4085","7","12","8","19","6","4","3","10","0","0","0","0.00","0.00","0.00","13","29","40","0.5634","65.52","44.83","33","64","34.02","- 9.01","105","139","13.99","1.7515","1994-12-21","18.73","19.03","19","SEA","-","L","2013","","","-",""
"WHL","Blake Penner","35542/blake-penner","F","2014","DY","52","0.3654","0.0192","0.4038","10","9","1","19","0","1","1","1","1","0","0","0.00","0.00","0.00","11","21","23","0.4423","95.00","50.00","28","26","51.85","- 5.68","107","79","12.36","1.9612","1996-05-11","18.34","18.64","17","MH","-","L","2014","","","-",""
"WHL","Radel Fazleyev","34577/radel-fazleyev","F","2014","DY","38","0.2368","0.1316","0.3947","5","4","6","9","0","5","4","5","0","1","0","0.00","0.00","0.00","5","15","25","0.6579","64.29","35.71","24","23","51.06","- 13.42","69","38","14.00","1.6916","1996-01-07","18.69","18.98","29","CAL","-","L","2014","PHI (2014) - #168","PHI","-",""
"WHL","J.T. Barnett","27846/j.t.-barnett","F","2010","DY","71","0.2817","0.0986","0.3944","15","5","7","20","5","2","3","7","1","0","0","0.00","0.00","0.00","21","28","38","0.5352","74.07","74.07","44","38","53.66","1.32","112","102","13.24","1.7867","1992-08-21","18.07","18.36","20","","-","L","2010","","","-",""
"WHL","Taylor Leier","30675/taylor-leier","F","2012","DY","72","0.3333","0.0556","0.3889","10","14","7","24","3","1","2","4","0","0","0","0.00","0.00","0.00","13","28","37","0.5139","85.71","46.43","45","34","56.96","2.48","158","132","11.81","1.9751","1994-02-15","18.58","18.88","20","","-","L","2012","PHI (2012) - #117","PHI","BUF",""
"WHL","Justin Maylan","24488/justin-maylan","F","2009","DY","70","0.2571","0.1143","0.3857","11","7","3","18","4","4","3","8","1","0","0","0.00","0.00","0.00","16","27","33","0.4714","69.23","57.69","30","49","37.97","0.86","85","144","12.74","1.8172","1991-01-20","18.65","18.95","11","","-","R","2009","","","-",""
"WHL","Michael Piluso","24098/michael-piluso","F","2009","DY","52","0.2115","0.1154","0.3846","4","7","1","11","5","1","3","6","1","2","0","0.00","0.00","0.00","10","20","24","0.4615","64.71","52.94","22","11","66.67","- 2.65","131","58","10.58","2.1815","1990-10-09","18.93","19.23","16","","-","L","2009","","","-",""
"WHL","Taylor Vause","25976/taylor-vause","F","2010","DY","65","0.2462","0.1077","0.3846","8","8","3","16","4","3","1","7","2","0","0","0.00","0.00","0.00","14","25","29","0.4462","69.57","52.17","33","48","40.74","- 10.01","102","99","14.01","1.6472","1991-09-28","18.96","19.26","19","","-","R","2010","","","-",""
"WHL","Nick Buonassisi","27161/nick-buonassisi","F","2010","DY","60","0.2833","0.1000","0.3833","11","6","3","17","2","4","5","6","0","0","0","0.00","0.00","0.00","13","23","31","0.5167","73.91","56.52","30","44","40.54","8.25","62","130","13.33","1.7260","1992-04-27","18.38","18.68","12","","-","L","2010","","","-",""
"WHL","Carter Popoff","33419/carter-popoff","F","2013","DY","63","0.3175","0.0635","0.3810","12","8","2","20","3","1","1","4","0","0","0","0.00","0.00","0.00","15","24","27","0.4286","83.33","62.50","33","46","41.77","2.70","84","131","13.16","1.7371","1995-05-09","18.35","18.64","16","VAN","-","R","2013","","","-",""
"WHL","Matt Bradley","36745/matt-bradley","F","2015","DY","71","0.2254","0.1549","0.3803","11","5","9","16","6","5","4","11","0","0","0","0.00","0.00","0.00","17","27","40","0.5634","59.26","62.96","45","46","49.45","- 6.57","135","106","13.37","1.7060","1997-01-22","18.65","18.94","7","MH","-","R","2015","MTL (2015) - #131","MTL","-",""
"WHL","Tyrel Seaman","30379/tyrel-seaman","F","2012","DY","32","0.2500","0.0625","0.3750","4","4","5","8","1","1","1","2","1","1","1","0.00","0.00","0.00","6","12","19","0.5938","80.00","50.00","19","31","38.00","- 20.93","66","46","14.25","1.5789","1994-01-06","18.69","18.99","21","","-","L","2012","STL (2012) - #206","STL","-",""
"WHL","Russell Maxwell","30699/russell-maxwell","F","2012","DY","72","0.2917","0.0694","0.3750","9","12","3","21","5","0","1","5","1","0","0","0.00","0.00","0.00","15","27","31","0.4306","80.77","53.85","37","55","40.22","- 2.87","109","144","13.17","1.7084","1994-02-17","18.58","18.87","7","","-","L","2012","","","-",""
"WHL","Matteo Gennaro","37270/matteo-gennaro","F","2015","DY","72","0.3194","0.0278","0.3750","14","9","2","23","1","1","2","2","1","1","0","0.00","0.00","0.00","16","27","31","0.4306","92.00","60.00","42","52","44.68","1.42","106","139","13.75","1.6362","1997-03-30","18.46","18.75","21","PA","-","L","2015","WPG (2015) - #203","WPG","-",""
"WHL","Axel Blomqvist","32651/axel-blomqvist","F","2013","DY","59","0.1864","0.1864","0.3729","3","8","10","11","4","7","1","11","0","0","0","0.00","0.00","0.00","7","22","33","0.5593","50.00","31.82","34","35","49.28","0.10","89","92","13.26","1.6874","1995-01-30","18.63","18.92","26","LET","-","L","2013","","","-",""
"WHL","Jayden Hart","32365/jayden-hart","F","2013","DY","51","0.2157","0.1569","0.3725","6","5","11","11","8","0","1","8","0","0","0","0.00","0.00","0.00","14","19","31","0.6078","57.89","73.68","31","49","38.75","- 10.38","85","88","14.93","1.4976","1994-12-14","18.75","19.05","18","MH/PA","-","R","2013","","","-",""
"WHL","Dominik Volek","30419/dominik-volek","F","2012","DY","70","0.2000","0.1714","0.3714","7","7","1","14","7","5","5","12","0","0","0","0.00","0.00","0.00","14","26","32","0.4571","53.85","53.85","24","21","53.33","0.57","124","111","10.84","2.0558","1994-01-12","18.68","18.97","40","","-","L","2012","","","-",""
"WHL","Connor Honey","31053/connor-honey","F","2012","DY","46","0.2174","0.1522","0.3696","4","6","1","10","6","1","3","7","0","0","0","0.00","0.00","0.00","10","17","21","0.4565","58.82","58.82","16","28","36.36","2.36","51","99","12.57","1.7647","1994-04-01","18.46","18.75","14","","-","R","2012","","","-",""
"WHL","T.J. Foster","27398/t.j.-foster","F","2010","DY","68","0.2794","0.0588","0.3676","7","12","11","19","2","2","1","4","1","1","0","0.00","0.00","0.00","10","25","37","0.5441","82.61","39.13","44","65","40.37","- 2.17","77","104","15.85","1.3920","1992-05-28","18.30","18.59","16","","-","L","2010","","","-",""
"WHL","Tanner Eberle","30429/tanner-eberle","F","2012","DY","66","0.3636","0.0000","0.3636","10","14","4","24","0","0","0","0","0","0","0","0.00","0.00","0.00","10","24","28","0.4242","100.00","41.67","42","28","60.00","5.95","120","102","12.50","1.7453","1994-01-12","18.68","18.97","18","","-","L","2012","","","-",""
"WHL","Mitch Moroz","31285/mitch-moroz","F","2012","DY","66","0.2727","0.0909","0.3636","11","7","1","18","5","1","0","6","0","0","0","0.00","0.00","0.00","16","24","25","0.3788","75.00","66.67","28","19","59.57","- 3.41","177","104","10.78","2.0241","1994-05-03","18.37","18.66","29","","-","L","2012","EDM (2012) - #32","EDM","-",""
"WHL","Jonathan Parker","25961/jonathan-parker","F","2010","DY","69","0.2899","0.0725","0.3623","13","7","3","20","2","3","2","5","0","0","0","0.00","0.00","0.00","15","25","30","0.4348","80.00","60.00","34","49","40.96","0.57","82","121","13.65","1.5925","1991-09-25","18.97","19.27","24","","-","R","2010","","","-",""
"WHL","Jiri Smejkal","36409/jiri-smejkal","F","2015","DY","72","0.3333","0.0139","0.3611","12","12","5","24","0","1","1","1","0","1","0","0.00","0.00","0.00","12","26","32","0.4444","96.00","48.00","40","55","42.11","- 5.79","125","136","13.77","1.5739","1996-11-05","18.86","19.16","13","MJ","-","L","2015","","","-",""
"WHL","Ryan Olsen","30997/ryan-olsen","F","2012","DY","67","0.3134","0.0448","0.3582","13","8","6","21","2","1","2","3","0","0","0","0.00","0.00","0.00","15","24","32","0.4776","87.50","62.50","49","60","44.95","- 10.23","117","95","14.68","1.4644","1994-03-25","18.47","18.77","9","","-","R","2012","WPG (2012) - #160","WPG","-",""
"WHL","Spencer Asuchak","26166/spencer-asuchak","F","2010","DY","56","0.3036","0.0536","0.3571","10","7","2","17","0","3","1","3","0","0","0","0.00","0.00","0.00","10","20","23","0.4107","85.00","50.00","22","29","43.14","4.92","73","118","11.84","1.8106","1991-11-22","18.81","19.11","14","","-","L","2010","","","-",""
"WHL","Zane Jones","31531/zane-jones","F","2012","DY","68","0.2794","0.0588","0.3529","11","8","6","19","2","2","2","4","1","0","0","0.00","0.00","0.00","14","24","32","0.4706","82.61","56.52","31","46","40.26","- 0.35","119","174","12.17","1.7406","1994-06-08","18.27","18.56","14","","-","L","2012","","","-",""
"WHL","Kris Schmidli","35878/kris-schmidli","F","2014","DY","68","0.3235","0.0294","0.3529","8","14","9","22","1","1","2","2","0","0","0","0.00","0.00","0.00","9","24","35","0.5147","91.67","37.50","36","22","62.07","- 3.40","182","96","11.43","1.8526","1996-07-03","18.20","18.49","16","KEL","-","L","2014","","","-",""
"WHL","Blake Gal","27063/blake-gal","F","2010","DY","71","0.2535","0.0563","0.3521","7","11","9","18","2","2","2","4","2","1","0","0.00","0.00","0.00","11","25","36","0.5070","81.82","40.91","57","32","64.04","10.53","99","86","14.36","1.4709","1992-04-14","18.42","18.71","10","","-","R","2010","","","-",""
"WHL","Dalton Sward","30407/dalton-sward","F","2012","DY","54","0.3148","0.0185","0.3519","9","8","2","17","1","0","1","1","1","0","0","0.00","0.00","0.00","11","19","22","0.4074","94.44","55.56","27","26","50.94","- 3.93","107","88","12.06","1.7505","1994-01-10","18.68","18.98","9","","-","R","2012","","","-",""
"WHL","Scott Macdonald","26011/scott-macdonald","F","2010","DY","60","0.3333","0.0167","0.3500","8","12","11","20","1","0","0","1","0","0","0","0.00","0.00","0.00","9","21","32","0.5333","95.24","42.86","42","16","72.41","11.34","91","58","13.03","1.6112","1991-10-07","18.94","19.23","12","","-","R","2010","","","-",""
"WHL","Trent Lofthouse","32264/trent-lofthouse","F","2013","DY","43","0.2791","0.0698","0.3488","10","2","1","12","2","1","0","3","0","0","0","0.00","0.00","0.00","12","15","16","0.3721","80.00","80.00","25","24","51.02","13.71","50","84","13.13","1.5940","1994-11-17","18.83","19.12","16","EVT/VIC","-","R","2013","","","-",""
"WHL","Torrin White","32827/torrin-white","F","2013","DY","43","0.1628","0.1395","0.3488","2","5","2","7","2","4","0","6","2","0","0","0.00","0.00","0.00","6","15","17","0.3953","53.85","30.77","14","29","32.56","- 12.68","57","69","13.25","1.5793","1995-02-18","18.58","18.87","27","MJ","-","R","2013","","","-",""
"WHL","Matt Bellerive","32344/matt-bellerive","F","2013","DY","69","0.2609","0.0870","0.3478","13","5","10","18","2","4","2","6","0","0","0","0.00","0.00","0.00","15","24","36","0.5217","75.00","62.50","35","40","46.67","- 2.10","99","104","13.46","1.5506","1994-12-07","18.77","19.07","27","RD","-","R","2013","","","-",""
"WHL","Alexander Kuvayev","29293/alexander-kuvayev","F","2011","DY","58","0.3276","0.0172","0.3448","11","8","3","19","0","1","1","1","0","0","0","0.00","0.00","0.00","11","20","24","0.4138","95.00","55.00","28","30","48.28","5.82","90","122","12.03","1.7195","1993-05-02","18.37","18.66","18","","-","L","2011","","","-",""
"WHL","Alec Baer","38159/alec-baer","F","2015","DY","67","0.2836","0.0597","0.3433","11","8","3","19","2","2","2","4","0","0","0","0.00","0.00","0.00","13","23","28","0.4179","82.61","56.52","31","36","46.27","4.19","85","117","12.74","1.6169","1997-08-25","18.06","18.35","8","VAN","-","R","2015","","","-",""
"WHL","Collin Shirley","35109/collin-shirley","F","2014","DY","70","0.2857","0.0571","0.3429","12","8","1","20","2","2","2","4","0","0","0","0.00","0.00","0.00","14","24","27","0.3857","83.33","58.33","26","48","35.14","- 4.86","96","144","12.54","1.6404","1996-03-16","18.50","18.79","15","KTN/KAM","-","L","2014","","","-",""
"WHL","Dawson Leedahl","35110/dawson-leedahl","F","2014","DY","70","0.2143","0.1143","0.3429","5","10","7","15","3","5","1","8","0","1","0","0.00","0.00","0.00","8","24","32","0.4571","65.22","34.78","29","32","47.54","- 0.06","109","120","12.32","1.6704","1996-03-19","18.49","18.78","12","EVT","-","L","2014","","","NYR",""
"WHL","Jay Merkley","33533/jay-merkley","F","2013","DY","73","0.2740","0.0685","0.3425","13","7","2","20","3","2","3","5","0","0","0","0.00","0.00","0.00","16","25","30","0.4110","80.00","64.00","46","46","50.00","- 3.69","109","94","14.18","1.4487","1995-05-27","18.30","18.59","12","LET/SC","-","R","2013","","","-",""
"WHL","Joel Hamilton","31998/joel-hamilton","F","2012","DY","44","0.2273","0.0682","0.3409","4","6","3","10","0","3","0","3","1","1","0","0.00","0.00","0.00","5","15","18","0.4091","76.92","30.77","19","15","55.88","11.35","57","71","12.12","1.6871","1994-09-09","18.02","18.31","16","","-","L","2012","","","-",""
"WHL","Cory Millette","32561/cory-millette","F","2013","DY","47","0.3191","0.0213","0.3404","9","6","3","15","1","0","0","1","0","0","0","0.00","0.00","0.00","10","16","19","0.4043","93.75","62.50","23","27","46.00","- 1.55","68","75","13.33","1.5321","1995-01-19","18.66","18.95","11","RD","-","L","2013","","","-",""
"WHL","Collin Valcourt","28967/collin-valcourt","F","2011","DY","53","0.3396","0.0000","0.3396","8","10","6","18","0","0","1","0","0","0","0","0.00","0.00","0.00","8","18","25","0.4717","100.00","44.44","36","18","66.67","10.65","107","84","11.88","1.7152","1993-03-18","18.49","18.79","19","","-","L","2011","","","-",""
"WHL","Nathan Burns","29720/nathan-burns","F","2011","DY","59","0.3051","0.0339","0.3390","12","6","3","18","2","0","0","2","0","0","0","0.00","0.00","0.00","14","20","23","0.3898","90.00","70.00","36","34","51.43","1.71","87","88","13.18","1.5432","1993-07-15","18.17","18.46","19","","-","L","2011","","","-",""
"WHL","Dominic Turgeon","34982/dominic-turgeon","F","2014","DY","65","0.2615","0.0462","0.3385","6","11","9","17","2","1","0","3","2","0","0","0.00","0.00","0.00","10","22","31","0.4769","85.00","40.00","42","27","60.87","- 4.17","160","86","12.29","1.6518","1996-02-25","18.56","18.85","23","POR","-","L","2014","DET (2014) - #63","DET","DET",""
"WHL","Chase Souto","32121/chase-souto","F","2013","DY","68","0.2500","0.0882","0.3382","11","6","5","17","4","2","3","6","0","0","0","0.00","0.00","0.00","15","23","31","0.4559","73.91","65.22","34","17","66.67","8.56","129","93","11.33","1.7912","1994-10-08","18.94","19.23","12","KAM","-","R","2013","","","-",""
"WHL","Trevor Cheek","28353/trevor-cheek","F","2011","DY","57","0.2281","0.1053","0.3333","8","5","5","13","2","4","1","6","0","0","0","0.00","0.00","0.00","10","19","25","0.4386","68.42","52.63","23","37","38.33","2.24","61","108","12.83","1.5585","1992-12-29","18.71","19.01","29","","-","L","2011","","","-",""
"WHL","Chase Clayton","31339/chase-clayton","F","2012","DY","57","0.2281","0.0702","0.3333","8","5","4","13","2","2","4","4","2","0","0","0.00","0.00","0.00","12","19","27","0.4737","76.47","58.82","20","25","44.44","- 13.38","133","97","11.29","1.7719","1994-05-11","18.34","18.64","15","","-","L","2012","","","-",""
"WHL","Sam Mckechnie","31718/sam-mckechnie","F","2012","DY","72","0.3056","0.0278","0.3333","13","9","4","22","0","2","2","2","0","0","0","0.00","0.00","0.00","13","24","30","0.4167","91.67","54.17","42","48","46.67","5.88","104","151","12.87","1.5537","1994-07-08","18.19","18.48","11","","-","R","2012","","","-",""
"WHL","Liam Stewart","31976/liam-stewart","F","2012","DY","66","0.1970","0.0455","0.3333","8","5","4","13","2","1","0","3","4","2","0","0.00","0.00","0.00","14","22","26","0.3939","81.25","62.50","27","24","52.94","- 4.93","147","107","11.64","1.7182","1994-09-05","18.03","18.32","11","","-","L","2012","","","-",""
"WHL","Mason Mccarty","36774/mason-mccarty","F","2015","DY","42","0.2619","0.0714","0.3333","5","6","2","11","2","1","1","3","0","0","0","0.00","0.00","0.00","7","14","17","0.4048","78.57","50.00","20","29","40.82","- 1.59","67","91","12.68","1.5768","1997-01-26","18.64","18.93","5","RD/SAS","-","R","2015","","","-",""
"WHL","Austin Fyten","25234/austin-fyten","F","2009","DY","67","0.2537","0.0746","0.3284","9","8","2","17","3","2","1","5","0","0","0","0.00","0.00","0.00","12","22","25","0.3731","77.27","54.55","22","22","50.00","- 3.21","116","102","10.66","1.8475","1991-05-03","18.37","18.66","16","","-","L","2009","","","-",""
"WHL","Micheal Ferland","27121/micheal-ferland","F","2010","DY","61","0.3115","0.0164","0.3279","8","11","8","19","1","0","0","1","0","0","0","0.00","0.00","0.00","9","20","28","0.4590","95.00","45.00","38","22","63.33","- 0.45","155","88","11.50","1.7110","1992-04-20","18.40","18.70","27","","-","L","2010","CGY (2010) - #133","CGY","VAN",""
"WHL","Nick Zajac","33099/nick-zajac","F","2013","DY","61","0.3115","0.0164","0.3279","9","10","6","19","0","1","0","1","0","0","0","0.00","0.00","0.00","9","20","26","0.4262","95.00","45.00","35","30","53.85","- 3.65","138","102","12.23","1.6089","1995-03-27","18.47","18.76","17","SAS","-","L","2013","","","-",""
"WHL","Chase Lang","36218/chase-lang","F","2014","DY","68","0.2941","0.0147","0.3235","9","11","3","20","1","0","0","1","0","1","0","0.00","0.00","0.00","10","22","25","0.3676","95.24","47.62","37","25","59.68","0.79","159","111","11.61","1.6716","1996-09-13","18.01","18.30","10","CAL","-","R","2014","MIN (2014) - #167","MIN","-",""
"WHL","Graham Hood","26497/graham-hood","F","2010","DY","59","0.2542","0.0678","0.3220","11","4","6","15","2","2","0","4","0","0","0","0.00","0.00","0.00","13","19","25","0.4237","78.95","68.42","28","25","52.83","12.07","75","109","11.66","1.6573","1992-01-27","18.63","18.93","23","","-","L","2010","","","-",""
"WHL","Erik Benoit","30338/erik-benoit","F","2012","DY","66","0.2727","0.0152","0.3182","11","7","10","18","1","0","0","1","2","0","0","0.00","0.00","0.00","14","21","31","0.4697","94.74","63.16","36","25","59.02","9.02","98","98","12.63","1.5120","1993-12-30","18.71","19.00","22","","-","L","2012","","","-",""
"WHL","Logan Mcveigh","30755/logan-mcveigh","F","2012","DY","66","0.1818","0.0758","0.3182","7","5","10","12","2","3","3","5","2","2","0","0.00","0.00","0.00","11","21","34","0.5152","70.59","52.94","35","48","42.17","- 6.38","117","124","12.97","1.4723","1994-02-23","18.56","18.86","17","","-","L","2012","","","-",""
"WHL","Keanu Yamamoto","35649/keanu-yamamoto","F","2014","DY","57","0.2807","0.0351","0.3158","10","6","6","16","1","1","1","2","0","0","0","0.00","0.00","0.00","11","18","25","0.4386","88.89","61.11","29","30","49.15","- 5.34","97","81","12.38","1.5309","1996-05-27","18.30","18.59","9","SPO","-","R","2014","","","-",""
"WHL","Mitch Callahan","25808/mitch-callahan","F","2009","DY","70","0.2571","0.0571","0.3143","13","5","3","18","1","3","2","4","0","0","0","0.00","0.00","0.00","14","22","27","0.3857","81.82","63.64","32","20","61.54","0.57","139","89","11.17","1.6879","1991-08-17","18.08","18.37","24","","-","R","2009","DET (2009) - #180","DET","-",""
"WHL","Mackenzie Royer","27979/mackenzie-royer","F","2011","DY","35","0.2857","0.0286","0.3143","5","5","0","10","1","0","0","1","0","0","0","0.00","0.00","0.00","6","11","11","0.3143","90.91","54.55","16","25","39.02","- 11.38","63","62","12.62","1.4943","1992-09-20","18.99","19.28","17","","-","L","2011","","","-",""
"WHL","Steven Owre","35802/steven-owre","F","2014","DY","70","0.3000","0.0143","0.3143","11","10","10","21","1","0","0","1","0","0","0","0.00","0.00","0.00","12","22","32","0.4571","95.45","54.55","37","30","55.22","- 2.15","144","107","12.10","1.5589","1996-06-21","18.23","18.53","11","MH","-","R","2014","","","-",""
"WHL","Johnny Wesley","37614/johnny-wesley","F","2015","DY","32","0.1563","0.1563","0.3125","3","2","1","5","3","2","0","5","0","0","0","0.00","0.00","0.00","6","10","11","0.3438","50.00","60.00","12","25","32.43","- 12.53","58","71","12.48","1.5028","1997-05-17","18.33","18.62","8","VAN/LET","-","L","2015","","","-",""
"WHL","Joey Kornelsen","28428/joey-kornelsen","F","2011","DY","61","0.2459","0.0492","0.3115","9","6","5","15","2","1","1","3","0","1","0","0.00","0.00","0.00","11","19","25","0.4098","83.33","61.11","32","40","44.44","- 6.98","108","102","13.11","1.4256","1993-01-09","18.68","18.98","12","","-","L","2011","","","-",""
"WHL","Branden Troock","30821/branden-troock","F","2012","DY","58","0.2414","0.0690","0.3103","10","4","8","14","4","0","0","4","0","0","0","0.00","0.00","0.00","14","18","26","0.4483","77.78","77.78","27","38","41.54","7.00","67","127","13.09","1.4230","1994-03-03","18.53","18.83","11","","-","R","2012","DAL (2012) - #134","DAL","-",""
"WHL","Brady Brassart","29559/brady-brassart","F","2011","DY","65","0.2923","0.0154","0.3077","8","11","9","19","0","1","3","1","0","0","0","0.00","0.00","0.00","8","20","32","0.4923","95.00","40.00","47","32","59.49","1.12","129","92","12.91","1.4298","1993-06-15","18.25","18.54","15","","-","R","2011","","","-",""
"WHL","Taylor Cooper","34307/taylor-cooper","F","2014","DY","65","0.2923","0.0154","0.3077","11","8","1","19","1","0","3","1","0","0","0","0.00","0.00","0.00","12","20","24","0.3692","95.00","60.00","39","54","41.94","4.49","85","142","13.64","1.3530","1995-11-01","18.87","19.17","11","BDN/LET","-","L","2014","","","-",""
"WHL","Tyler Coulter","36206/tyler-coulter","F","2014","DY","52","0.3077","0.0000","0.3077","8","8","5","16","0","0","0","0","0","0","0","0.00","0.00","0.00","8","16","21","0.4038","100.00","50.00","31","30","50.82","4.37","98","113","12.39","1.4895","1996-09-10","18.01","18.31","21","BDN","-","L","2014","","","-",""
"WHL","James Henry","24875/james-henry","F","2009","DY","72","0.2222","0.0556","0.3056","9","7","7","16","3","1","1","4","2","0","0","0.00","0.00","0.00","14","22","30","0.4167","80.00","60.00","41","25","62.12","- 8.52","166","69","11.97","1.5321","1991-03-11","18.51","18.81","22","","-","L","2009","","","-",""
"WHL","Joseph Antilla","24467/joseph-antilla","F","2009","DY","69","0.2464","0.0435","0.3043","5","12","7","17","1","2","0","3","0","1","0","0.00","0.00","0.00","6","21","28","0.4058","85.00","30.00","32","32","50.00","3.16","89","101","12.35","1.4784","1991-01-17","18.66","18.96","23","","-","L","2009","","","-",""
"WHL","Chris Collins","27104/chris-collins","F","2010","DY","69","0.2174","0.0870","0.3043","6","9","6","15","3","3","5","6","0","0","0","0.00","0.00","0.00","9","21","32","0.4638","71.43","42.86","33","31","51.56","4.67","98","111","12.26","1.4890","1992-04-18","18.41","18.70","14","","-","L","2010","","","-",""
"WHL","Adam Helewka","33838/adam-helewka","F","2013","DY","60","0.2833","0.0167","0.3000","10","7","6","17","0","1","3","1","0","0","0","0.00","0.00","0.00","10","18","27","0.4500","94.44","55.56","38","30","55.88","3.12","124","111","12.60","1.4287","1995-07-21","18.15","18.44","14","SPO","-","L","2013","SJS (2015) - #106","SJS","-",""
"WHL","Chance Braid","32086/chance-braid","F","2013","DY","67","0.2836","0.0149","0.2985","9","10","9","19","0","1","0","1","0","0","0","0.00","0.00","0.00","9","20","29","0.4328","95.00","45.00","38","41","48.10","- 5.52","126","109","13.16","1.3612","1994-09-29","18.96","19.26","22","PA","-","L","2013","","","-",""
