"LEAGUE","NAME","PLAYER ID","POS","SEASON","DY+/-","GP","EV P1/GP","PP P1/GP","P1/GP","EV G","EV A1","EV A2","EV P1","PP G","PP A1","PP A2","PP P1","SH G","SH A1","SH A2","EV SH%","PP SH%","SH%","TG","TP1","TP","TP/GP","EV%","Goals/P1","EV GF","EV GA","EV GF%","EV GF%Rel","OFF EV GF","OFF EV GA","eTOI/GP","P1/e60","DOB","AGE SEPT 15","AGE DEC 31","#","TEAM","HT","SHOOTS","DRAFT YEAR","NHL DRAFT","DRAFT TEAM","NHL TEAM","HEATMAP"
"QMJHL","Vaclav Karabacek","35469/vaclav-karabacek","F","2014","DY","65","0.3846","0.1231","0.5846","15","10","7","25","3","5","2","8","3","2","0","9.04","11.54","9.95","21","38","47","0.7231","75.76","54.55","43","34","55.84","0.03","120","95","15.84","2.2144","1996-05-02","18.37","18.66","18","GAT","-","R","2014","BUF (2014) - #49","BUF","-","http://pick224.com/images/Q-2014/35469_vaclav-karabacek2014.png"
"QMJHL","Nicolas Aube-Kubel","35531/nicolas-aube-kubel","F","2014","DY","65","0.4769","0.0923","0.5846","18","13","6","31","3","3","8","6","1","0","1","14.40","10.00","13.25","22","38","53","0.8154","83.78","56.76","48","45","51.61","- 8.39","147","98","15.68","2.2371","1996-05-10","18.35","18.64","16","VDO","-","R","2014","PHI (2014) - #48","PHI","PHI","http://pick224.com/images/Q-2014/35531_nicolas-aube-kubel2014.png"
"QMJHL","Adam Marsh","38146/adam-marsh","F","2015","DY","60","0.4167","0.1333","0.5833","20","5","7","25","3","5","2","8","1","1","0","19.05","16.67","18.60","24","35","44","0.7333","75.76","69.70","45","38","54.22","2.59","95","89","15.65","2.2359","1997-08-22","18.06","18.36","12","SNB","-","L","2015","DET (2015) - #200","DET","-","http://pick224.com/images/Q-2015/38146_adam-marsh2015.png"
"QMJHL","Mathieu Joseph","36895/mathieu-joseph","F","2015","DY","59","0.4576","0.0508","0.5763","16","11","5","27","1","2","3","3","4","0","0","17.78","6.67","17.95","21","34","42","0.7119","90.00","56.67","40","22","64.52","15.26","99","102","15.10","2.2899","1997-02-09","18.60","18.89","21","SNB","-","L","2015","TBL (2015) - #120","TBL","TBL","http://pick224.com/images/Q-2015/36895_mathieu-joseph2015.png"
"QMJHL","Jonathan Brunelle","26006/jonathan-brunelle","F","2010","DY","68","0.3676","0.2059","0.5735","15","10","6","25","8","6","4","14","0","0","0","0.00","0.00","13.37","23","39","49","0.7206","64.10","58.97","53","27","66.25","0.66","162","85","14.54","2.3669","1991-10-05","18.94","19.24","81","","-","L","2010","","","-",""
"QMJHL","Darcy Ashley","28749/darcy-ashley","F","2011","DY","63","0.4286","0.1429","0.5714","13","14","1","27","6","3","2","9","0","0","0","0.00","0.00","14.18","19","36","39","0.6190","75.00","52.78","37","52","41.57","- 2.93","89","111","16.24","2.1111","1993-02-19","18.57","18.87","17","","-","R","2011","","","-",""
"QMJHL","Samuel Hodhod","30667/samuel-hodhod","F","2012","DY","21","0.4762","0.0952","0.5714","7","3","2","10","1","1","1","2","0","0","0","0.00","0.00","19.05","8","12","15","0.7143","83.33","66.67","18","8","69.23","6.89","48","29","14.30","2.3972","1994-02-14","18.59","18.88","26","","-","L","2012","","","-",""
"QMJHL","Julien Pelletier","35850/julien-pelletier","F","2014","DY","67","0.3134","0.2090","0.5672","12","9","8","21","11","3","3","14","2","1","1","15.00","39.29","21.93","25","38","50","0.7463","60.00","65.71","40","43","48.19","- 2.40","129","126","15.22","2.2361","1996-06-28","18.21","18.51","27","CAP","-","L","2014","CBJ (2014) - #107","CBJ","-","http://pick224.com/images/Q-2014/35850_julien-pelletier2014.png"
"QMJHL","Michal Hlinka","24928/michal-hlinka","F","2009","DY","41","0.3171","0.2439","0.5610","8","5","5","13","4","6","6","10","0","0","0","0.00","0.00","13.95","12","23","34","0.8293","56.52","52.17","28","29","49.12","12.32","46","79","16.87","1.9955","1991-03-19","18.49","18.78","62","","-","L","2009","","","-",""
"QMJHL","Guillaume Asselin","27923/guillaume-asselin","F","2010","DY","66","0.3939","0.1667","0.5606","14","12","5","26","5","6","0","11","0","0","0","0.00","0.00","15.70","19","37","42","0.6364","70.27","51.35","60","69","46.51","- 4.65","110","105","15.28","2.2011","1992-09-09","18.02","18.31","17","","-","R","2010","","","-",""
"QMJHL","Logan Shaw","28053/logan-shaw","F","2011","DY","68","0.2647","0.2206","0.5588","13","5","2","18","9","6","5","15","4","1","1","0.00","0.00","13.68","26","38","46","0.6765","54.55","66.67","32","52","38.10","6.30","62","133","19.37","1.7312","1992-10-05","18.94","19.24","11","","-","R","2011","FLA (2011) - #76","FLA","WPG",""
"QMJHL","Alex Dostie","37374/alex-dostie","F","2015","DY","68","0.3824","0.1176","0.5588","18","8","10","26","2","6","6","8","2","2","0","20.00","13.33","19.30","22","38","54","0.7941","76.47","58.82","50","47","51.55","- 0.61","121","111","16.04","2.0900","1997-04-13","18.42","18.72","13","GAT","-","L","2015","ANA (2016) - #115","ANA","ANA","http://pick224.com/images/Q-2015/37374_alex-dostie2015.png"
"QMJHL","Maxim Lazarev","34767/maxim-lazarev","F","2014","DY","43","0.3953","0.1628","0.5581","10","7","6","17","3","4","1","7","0","0","0","16.39","12.00","14.44","13","24","31","0.7209","70.83","54.17","38","39","49.35","0.05","71","73","16.92","1.9789","1996-01-29","18.63","18.92","17","CAP","-","R","2014","","","-","http://pick224.com/images/Q-2014/34767_maxim-lazarev2014.png"
"QMJHL","Christophe Lalancette","31303/christophe-lalancette","F","2012","DY","63","0.4127","0.1270","0.5556","13","13","11","26","3","5","1","8","0","1","0","0.00","0.00","14.55","16","35","47","0.7460","76.47","47.06","83","67","55.33","10.49","100","123","15.90","2.0969","1994-05-06","18.36","18.65","12","","-","R","2012","SJS (2012) - #109","SJS","-",""
"QMJHL","Matt Bissonnette","26421/matt-bissonnette","F","2010","DY","56","0.4107","0.1429","0.5536","12","11","5","23","4","4","13","8","0","0","0","0.00","0.00","13.45","16","31","49","0.8750","74.19","51.61","38","36","51.35","3.50","78","85","15.91","2.0882","1992-01-16","18.66","18.96","73","","-","L","2010","","","-",""
"QMJHL","Alex Emond","25931/alex-emond","F","2010","DY","67","0.2239","0.3134","0.5522","8","7","8","15","17","4","2","21","0","1","0","0.00","0.00","18.25","25","37","47","0.7015","41.67","69.44","39","49","44.32","- 2.26","102","117","17.49","1.8949","1991-09-16","19.00","19.29","20","","-","L","2010","","","-",""
"QMJHL","Kurt Etchegary","32233/kurt-etchegary","F","2013","DY","31","0.3871","0.1290","0.5484","7","5","5","12","1","3","3","4","1","0","0","13.21","9.09","13.64","9","17","25","0.8065","75.00","50.00","26","15","63.41","4.79","51","36","16.07","2.0469","1994-11-12","18.84","19.14","19","QUE","-","L","2013","","","-","http://pick224.com/images/Q-2013/32233_kurt-etchegary2013.png"
"QMJHL","Nicolas Chouinard","24225/nicolas-chouinard","F","2009","DY","66","0.3182","0.2273","0.5455","13","8","6","21","9","6","7","15","0","0","0","0.00","0.00","11.83","22","36","49","0.7424","58.33","61.11","162","120","57.45","0.46","106","80","17.60","1.8595","1990-11-18","18.83","19.12","14","","-","R","2009","","","-",""
"QMJHL","Philippe Paradis","24357/philippe-paradis","F","2009","DY","66","0.3636","0.1818","0.5455","10","14","8","24","9","3","6","12","0","0","0","0.00","0.00","13.19","19","36","50","0.7576","66.67","52.78","104","67","60.82","- 2.65","139","80","14.58","2.2446","1991-01-02","18.70","19.00","63","","-","L","2009","CAR (2009) - #27","CAR","-",""
"QMJHL","Philippe Lefebvre","24794/philippe-lefebvre","F","2009","DY","68","0.4265","0.0882","0.5441","17","12","8","29","3","3","3","6","1","1","0","0.00","0.00","11.80","21","37","48","0.7059","82.86","57.14","47","20","70.15","7.55","164","98","13.66","2.3903","1991-02-28","18.54","18.84","94","","-","L","2009","","","-",""
"QMJHL","Yannick Veilleux","28776/yannick-veilleux","F","2011","DY","68","0.3382","0.2059","0.5441","9","14","7","23","10","4","4","14","0","0","0","0.00","0.00","11.52","19","37","48","0.7059","62.16","51.35","45","50","47.37","- 9.45","125","95","16.28","2.0049","1993-02-22","18.56","18.86","9","","-","L","2011","STL (2011) - #102","STL","-",""
"QMJHL","Jean-Christophe Beaudin","37252/jean-christophe-beaudin","F","2015","DY","68","0.4265","0.1176","0.5441","9","20","14","29","5","3","2","8","0","0","0","9.38","20.83","11.48","14","37","53","0.7794","78.38","37.84","60","40","60.00","14.46","102","122","15.57","2.0967","1997-03-27","18.47","18.76","16","ROU","-","R","2015","COL (2015) - #71","COL","OTT","http://pick224.com/images/Q-2015/37252_jean-christophe-beaudin2015.png"
"QMJHL","Steven Anthony","24949/steven-anthony","F","2009","DY","67","0.3433","0.1791","0.5373","11","12","8","23","7","5","4","12","1","0","0","0.00","0.00","14.07","19","36","48","0.7164","65.71","51.43","43","58","42.57","- 8.46","99","95","16.84","1.9147","1991-03-21","18.48","18.78","16","","-","L","2009","VAN (2009) - #187","VAN","-",""
"QMJHL","Anthony Deluca","32768/anthony-deluca","F","2013","DY","67","0.4179","0.0896","0.5373","19","9","2","28","2","4","1","6","1","1","1","12.34","10.00","12.15","22","36","40","0.5970","82.35","61.76","43","46","48.31","- 7.24","135","108","15.12","2.1318","1995-02-11","18.59","18.89","15","RIM","-","L","2013","","","-","http://pick224.com/images/Q-2013/32768_anthony-deluca2013.png"
"QMJHL","Patrik Zdrahal","33204/patrik-zdrahal","F","2013","DY","64","0.3750","0.1406","0.5313","12","12","9","24","7","2","4","9","1","0","0","11.01","31.82","14.93","20","34","47","0.7344","72.73","57.58","53","66","44.54","0.36","91","115","16.48","1.9341","1995-04-09","18.43","18.73","23","BAT","-","L","2013","","","-","http://pick224.com/images/Q-2013/33204_patrik-zdrahal2013.png"
"QMJHL","Alexandre Comtois","27156/alexandre-comtois","F","2010","DY","68","0.4559","0.0735","0.5294","18","13","8","31","3","2","2","5","0","0","0","0.00","0.00","16.28","21","36","46","0.6765","86.11","58.33","55","26","67.90","2.88","158","85","13.65","2.3268","1992-04-26","18.39","18.68","62","","-","R","2010","","","-",""
"QMJHL","Francis Perron","35360/francis-perron","F","2014","DY","68","0.3088","0.1618","0.5294","10","11","5","21","3","8","12","11","3","1","2","9.09","16.67","11.51","16","36","55","0.8088","65.63","40.63","39","39","50.00","- 3.14","127","112","16.60","1.9133","1996-04-18","18.41","18.70","27","ROU","-","L","2014","OTT (2014) - #190","OTT","VAN","http://pick224.com/images/Q-2014/35360_francis-perron2014.png"
"QMJHL","Nicolas Roy (97)","36849/nicolas-roy","F","2015","DY","68","0.3529","0.1471","0.5294","11","13","7","24","4","6","5","10","1","1","2","8.80","13.79","10.06","16","36","50","0.7353","70.59","44.12","50","49","50.51","4.82","90","107","17.40","1.8254","1997-02-05","18.61","18.91","55","CHI","-","R","2015","CAR (2015) - #96","CAR","VGK","http://pick224.com/images/Q-2015/36849_nicolas-roy2015.png"
"QMJHL","Dylan Montcalm","36270/dylan-montcalm","F","2015","DY","40","0.4500","0.0000","0.5250","8","10","0","18","0","0","0","0","1","2","0","12.12","0.00","12.00","9","21","21","0.5250","100.00","44.44","23","25","47.92","- 3.62","67","63","15.40","2.0450","1996-09-26","18.97","19.26","16","DRU","-","L","2015","","","-","http://pick224.com/images/Q-2015/36270_dylan-montcalm2015.png"
"QMJHL","Kameron Kielly","36535/kameron-kielly","F","2015","DY","67","0.4179","0.0896","0.5224","13","15","7","28","2","4","6","6","1","0","1","10.08","11.11","10.06","16","35","49","0.7313","82.35","44.12","46","44","51.11","7.11","99","126","16.58","1.8907","1996-12-13","18.76","19.05","10","CHA","-","R","2015","","","-","http://pick224.com/images/Q-2015/36535_kameron-kielly2015.png"
"QMJHL","Jakub Culek","27917/jakub-culek","F","2010","DY","63","0.2698","0.2063","0.5079","7","10","7","17","5","8","7","13","1","1","1","0.00","0.00","11.40","13","32","47","0.7460","56.67","40.00","39","39","50.00","7.97","87","120","15.66","1.9465","1992-09-07","18.02","18.32","41","","-","L","2010","OTT (2010) - #76","OTT","-",""
"QMJHL","Samuel Aquin","30082/samuel-aquin","F","2012","DY","30","0.4333","0.0667","0.5000","6","7","3","13","2","0","0","2","0","0","0","0.00","0.00","19.05","8","15","18","0.6000","86.67","53.33","22","11","66.67","5.56","66","42","12.62","2.3776","1993-10-06","18.94","19.24","21","","-","L","2012","","","-",""
"QMJHL","Yan-Pavel Laplante","33308/yan-pavel-laplante","F","2013","DY","18","0.4444","0.0556","0.5000","5","3","4","8","0","1","0","1","0","0","0","9.26","0.00","7.81","5","9","13","0.7222","88.89","55.56","24","13","64.86","7.24","34","25","18.92","1.5858","1995-04-23","18.39","18.69","23","PEI","-","L","2013","ARI (2013) - #62","ARI","-","http://pick224.com/images/Q-2013/33308_yan-pavel-laplante2013.png"
"QMJHL","Raphael Lafontaine","32330/raphael-lafontaine","F","2013","DY","68","0.3529","0.1029","0.4853","15","9","6","24","6","1","4","7","2","0","0","10.42","21.43","12.04","23","33","43","0.6324","77.42","67.74","39","57","40.63","- 7.78","121","129","17.17","1.6954","1994-12-04","18.78","19.08","9","BAT","-","L","2013","","","-","http://pick224.com/images/Q-2013/32330_raphael-lafontaine2013.png"
"QMJHL","Danick Martel","32357/danick-martel","F","2013","DY","68","0.4412","0.0294","0.4853","16","14","8","30","2","0","0","2","1","0","0","10.53","10.53","10.61","19","33","41","0.6029","93.75","56.25","49","32","60.49","0.25","147","97","15.09","1.9296","1994-12-12","18.76","19.05","62","BLB","-","L","2013","","","FLA","http://pick224.com/images/Q-2013/32357_danick-martel2013.png"
"QMJHL","Jean Sebastien Dea","30621/jean-sebastien-dea","F","2012","DY","50","0.3600","0.1200","0.4800","13","5","4","18","4","2","4","6","0","0","0","0.00","0.00","23.94","17","24","32","0.6400","75.00","70.83","32","32","50.00","8.74","85","121","14.32","2.0107","1994-02-08","18.60","18.90","10","","-","R","2012","","","BUF",""
"QMJHL","Ryan Tesink","29422/ryan-tesink","F","2011","DY","59","0.4407","0.0169","0.4746","8","18","6","26","0","1","1","1","0","1","0","0.00","0.00","10.67","8","28","35","0.5932","96.30","29.63","44","19","69.84","3.84","165","85","11.98","2.3772","1993-05-21","18.32","18.61","19","","-","L","2011","STL (2011) - #162","STL","-",""
"QMJHL","Sebastien Trudeau","25687/sebastien-trudeau","F","2009","DY","68","0.1765","0.2794","0.4706","6","6","6","12","12","7","3","19","1","0","0","0.00","0.00","14.62","19","32","41","0.6029","38.71","58.06","32","20","61.54","- 3.35","146","79","14.76","1.9124","1991-07-24","18.14","18.44","23","","-","R","2009","","","-",""
"QMJHL","Maximilien Le Sieur","28021/maximilien-le-sieur","F","2011","DY","68","0.4118","0.0294","0.4706","14","14","9","28","1","1","3","2","1","1","0","0.00","0.00","10.88","16","32","44","0.6471","93.33","50.00","55","49","52.88","- 1.62","115","96","16.65","1.6960","1992-09-27","18.97","19.26","54","","-","R","2011","","","-",""
"QMJHL","Matthew Highmore","34994/matthew-highmore","F","2014","DY","68","0.2353","0.1912","0.4706","8","8","10","16","10","3","7","13","1","2","1","5.00","19.61","8.41","19","32","50","0.7353","55.17","62.07","38","46","45.24","12.09","60","121","19.13","1.4758","1996-02-27","18.55","18.84","15","SNB","-","L","2014","","","CHI","http://pick224.com/images/Q-2014/34994_matthew-highmore2014.png"
"QMJHL","Kyle Farrell","30703/kyle-farrell","F","2012","DY","59","0.3898","0.0678","0.4576","11","12","5","23","2","2","1","4","0","0","0","0.00","0.00","10.83","13","27","33","0.5593","85.19","48.15","42","48","46.67","5.39","97","138","16.00","1.7164","1994-02-17","18.58","18.87","9","","-","L","2012","","","-",""
"QMJHL","Denis Kindl","27762/denis-kindl","F","2010","DY","65","0.2462","0.2000","0.4462","9","7","2","16","8","5","6","13","0","0","0","0.00","0.00","13.39","17","29","37","0.5692","55.17","58.62","27","31","46.55","- 5.39","107","99","14.29","1.8735","1992-08-04","18.11","18.41","9","","-","R","2010","","","-",""
"QMJHL","Samuel Blais","35772/samuel-blais","F","2014","DY","25","0.2400","0.1600","0.4400","3","3","1","6","0","4","2","4","1","0","0","13.04","0.00","15.38","4","11","14","0.5600","60.00","30.00","13","8","61.90","1.16","65","42","12.66","2.0860","1996-06-17","18.24","18.54","19","VIC","-","L","2014","STL (2014) - #176","STL","STL","http://pick224.com/images/Q-2014/35772_samuel-blais2014.png"
"QMJHL","Marc Olivier Brouillard","28708/marc-olivier-brouillard","F","2011","DY","66","0.3636","0.0455","0.4394","9","15","8","24","1","2","0","3","1","1","0","0.00","0.00","7.24","11","29","37","0.5606","88.89","37.04","42","51","45.16","- 14.43","118","80","15.45","1.7067","1993-02-14","18.59","18.88","9","","-","L","2011","","","-",""
"QMJHL","Jeremy Gregoire","34075/jeremy-gregoire","F","2013","DY","62","0.2581","0.1129","0.4355","14","2","2","16","4","3","3","7","1","3","0","13.21","12.90","13.01","19","27","32","0.5161","69.57","78.26","35","40","46.67","- 9.40","97","76","17.07","1.5308","1995-09-05","18.03","18.32","10","CHI/BAC","-","R","2013","MTL (2013) - #176","MTL","-","http://pick224.com/images/Q-2013/34075_jeremy-gregoire2013.png"
"QMJHL","Frederic Gamelin","31730/frederic-gamelin","F","2012","DY","60","0.2333","0.1667","0.4333","5","9","8","14","5","5","5","10","1","1","0","0.00","0.00","15.49","11","26","39","0.6500","58.33","41.67","66","65","50.38","5.16","90","109","14.76","1.7619","1994-07-11","18.18","18.47","10","","-","L","2012","","","-",""
"QMJHL","Guillaume Gauthier","34101/guillaume-gauthier","F","2013","DY","60","0.3667","0.0500","0.4333","13","9","3","22","2","1","3","3","1","0","0","16.25","10.53","15.53","16","26","32","0.5333","88.00","60.00","37","27","57.81","13.31","85","106","14.23","1.8267","1995-09-12","18.01","18.30","13","DRU","-","L","2013","","","-","http://pick224.com/images/Q-2013/34101_guillaume-gauthier2013.png"
"QMJHL","Francis Beauvillier","30141/francis-beauvillier","F","2012","DY","67","0.3134","0.0896","0.4328","16","5","2","21","5","1","3","6","2","0","0","0.00","0.00","13.77","23","29","34","0.5075","77.78","77.78","34","48","41.46","- 12.52","122","104","15.64","1.6604","1993-10-22","18.90","19.19","22","","-","L","2012","FLA (2012) - #174","FLA","-",""
"QMJHL","Joey Ratelle","35390/joey-ratelle","F","2014","DY","67","0.3284","0.1045","0.4328","18","4","4","22","3","4","2","7","0","0","0","15.65","12.50","14.69","21","29","35","0.5224","75.86","72.41","36","23","61.02","5.72","94","76","14.19","1.8308","1996-04-22","18.40","18.69","11","DRU","-","L","2014","","","-","http://pick224.com/images/Q-2014/35390_joey-ratelle2014.png"
"QMJHL","Adam Chapman","30394/adam-chapman","F","2012","DY","49","0.2653","0.1633","0.4286","7","6","9","13","8","0","3","8","0","0","0","0.00","0.00","17.65","15","21","33","0.6735","61.90","71.43","35","46","43.21","0.27","76","101","15.90","1.6174","1994-01-08","18.69","18.98","23","","-","L","2012","","","-",""
"QMJHL","Clark Bishop","35203/clark-bishop","F","2014","DY","56","0.2321","0.1607","0.4286","5","8","7","13","7","2","2","9","2","0","0","5.38","35.00","11.67","14","24","33","0.5893","59.09","54.55","38","46","45.24","- 4.31","109","111","16.26","1.5813","1996-03-29","18.46","18.76","11","CAP","-","L","2014","CAR (2014) - #127","CAR","CAR","http://pick224.com/images/Q-2014/35203_clark-bishop2014.png"
"QMJHL","Shawn St-Amant","36455/shawn-st-amant","F","2015","DY","68","0.4118","0.0147","0.4265","12","16","6","28","1","0","1","1","0","0","0","10.17","8.33","9.70","13","29","36","0.5294","96.55","44.83","49","52","48.51","- 4.69","141","124","14.47","1.7681","1996-11-18","18.83","19.12","28","VDO","-","R","2015","","","-","http://pick224.com/images/Q-2015/36455_shawn-st-amant2015.png"
"QMJHL","Samuel Dove-McFalls","37348/samuel-dove-mcfalls","F","2015","DY","66","0.2576","0.0303","0.4242","10","7","5","17","2","0","0","2","2","7","1","8.93","8.70","9.27","14","28","34","0.5152","89.47","63.16","39","31","55.71","4.84","117","113","15.58","1.6333","1997-04-10","18.43","18.73","16","SNB","-","L","2015","PHI (2015) - #98","PHI","-","http://pick224.com/images/Q-2015/37348_samuel-dove-mcfalls2015.png"
"QMJHL","Robert Pelletier","31322/robert-pelletier","F","2012","DY","26","0.3462","0.0769","0.4231","5","4","2","9","2","0","2","2","0","0","0","0.00","0.00","18.42","7","11","15","0.5769","81.82","63.64","15","17","46.88","4.45","42","57","13.70","1.8535","1994-05-09","18.35","18.64","21","","-","R","2012","","","-",""
"QMJHL","Michael Joly","33389/michael-joly","F","2013","DY","50","0.3400","0.0200","0.4200","7","10","7","17","1","0","1","1","3","0","0","9.21","11.11","12.22","11","21","29","0.5800","94.44","44.44","32","20","61.54","5.58","108","85","13.25","1.9025","1995-05-05","18.36","18.66","24","RIM","-","L","2013","","","-","http://pick224.com/images/Q-2013/33389_michael-joly2013.png"
"QMJHL","Patrick Delisle Houde","25797/patrick-delisle-houde","F","2009","DY","67","0.3284","0.0896","0.4179","13","9","6","22","3","3","2","6","0","0","0","0.00","0.00","19.51","16","28","36","0.5373","78.57","57.14","48","38","55.81","4.20","112","105","13.37","1.8761","1991-08-15","18.08","18.38","8","","-","L","2009","","","-",""
"QMJHL","Alexis Pepin","35406/alexis-pepin","F","2014","DY","60","0.3167","0.1000","0.4167","13","6","3","19","4","2","5","6","0","0","1","11.61","15.38","11.89","17","25","34","0.5667","76.00","68.00","32","29","52.46","- 2.52","116","95","14.51","1.7235","1996-04-24","18.39","18.69","62","CHA/GAT","-","L","2014","COL (2014) - #114","COL","-","http://pick224.com/images/Q-2014/35406_alexis-pepin2014.png"
"QMJHL","Aaron Kerr","36313/aaron-kerr","F","2015","DY","53","0.3585","0.0566","0.4151","11","8","5","19","2","1","0","3","0","0","0","13.92","16.67","13.68","13","22","27","0.5094","86.36","59.09","31","28","52.54","16.64","56","100","15.30","1.6277","1996-10-07","18.94","19.23","20","BAT","-","L","2015","","","-","http://pick224.com/images/Q-2015/36313_aaron-kerr2015.png"
"QMJHL","Louis Marc Aubry","26129/louis-marc-aubry","F","2010","DY","66","0.3182","0.0909","0.4091","10","11","4","21","5","1","2","6","0","0","0","0.00","0.00","8.67","15","27","33","0.5000","77.78","55.56","38","42","47.50","- 2.27","110","111","16.00","1.5343","1991-11-11","18.84","19.14","14","","-","L","2010","DET (2010) - #81","DET","-",""
"QMJHL","Alexander Fomin","24206/alexander-fomin","F","2009","DY","49","0.3265","0.0816","0.4082","11","5","5","16","3","1","1","4","0","0","0","0.00","0.00","13.33","14","20","26","0.5306","80.00","70.00","27","23","54.00","- 5.15","84","58","13.79","1.7758","1990-11-12","18.84","19.14","28","","-","R","2009","","","-",""
"QMJHL","Yanni Gourde","26247/yanni-gourde","F","2010","DY","59","0.3051","0.0678","0.4068","8","10","4","18","2","2","0","4","1","1","0","0.00","0.00","14.10","11","24","28","0.4746","81.82","45.45","32","13","71.11","12.49","136","96","11.79","2.0708","1991-12-15","18.75","19.04","23","","-","L","2010","","","TBL",""
"QMJHL","Michael Rheaume","32133/michael-rheaume","F","2013","DY","32","0.3125","0.0938","0.4063","8","2","3","10","2","1","2","3","0","0","0","17.39","28.57","17.86","10","13","18","0.5625","76.92","76.92","22","21","51.16","- 1.84","53","47","14.48","1.6839","1994-10-11","18.93","19.22","22","VIC","-","L","2013","","","-","http://pick224.com/images/Q-2013/32133_michael-rheaume2013.png"
"QMJHL","Emil Aronsson","34225/emil-aronsson","F","2014","DY","47","0.2766","0.0851","0.4043","7","6","7","13","2","2","1","4","2","0","1","13.46","25.00","17.19","11","19","28","0.5957","76.47","52.94","43","25","63.24","5.75","73","54","16.55","1.4658","1995-10-08","18.94","19.23","8","BLB","-","L","2014","","","-","http://pick224.com/images/Q-2014/34225_emil-aronsson2014.png"
"QMJHL","Jessyko Bernard","25107/jessyko-bernard","F","2009","DY","57","0.2807","0.1228","0.4035","9","7","1","16","5","2","2","7","0","0","0","0.00","0.00","18.18","14","23","26","0.4561","69.57","60.87","22","32","40.74","0.24","81","119","13.57","1.7847","1991-04-11","18.43","18.72","23","","-","R","2009","","","-",""
"QMJHL","David Gilbert","24644/david-gilbert","F","2009","DY","67","0.3433","0.0597","0.4030","11","12","10","23","0","4","6","4","0","0","0","0.00","0.00","8.46","11","27","43","0.6418","85.19","40.74","50","34","59.52","- 6.61","125","64","15.09","1.6026","1991-02-09","18.60","18.89","61","","-","L","2009","CHI (2009) - #209","CHI","-",""
"QMJHL","Mathieu Lemay","32376/mathieu-lemay","F","2013","DY","60","0.3333","0.0333","0.4000","7","13","2","20","1","1","2","2","1","1","0","7.07","6.67","7.38","9","24","28","0.4667","90.91","36.36","84","93","47.46","- 10.41","114","83","15.24","1.5745","1994-12-19","18.74","19.03","19","ROU","-","R","2013","","","-","http://pick224.com/images/Q-2013/32376_mathieu-lemay2013.png"
"QMJHL","Anthony Beauregard","34359/anthony-beauregard","F","2014","DY","68","0.3382","0.0588","0.3971","7","16","10","23","3","1","3","4","0","0","1","6.31","25.00","8.00","10","27","41","0.6029","85.19","37.04","53","40","56.99","0.62","146","113","13.68","1.7415","1995-11-15","18.83","19.13","21","VDO","-","R","2014","","","-","http://pick224.com/images/Q-2014/34359_anthony-beauregard2014.png"
"QMJHL","Julien Nantel","36189/julien-nantel","F","2014","DY","68","0.3088","0.0882","0.3971","10","11","6","21","4","2","1","6","0","0","0","8.40","30.77","9.93","14","27","34","0.5000","77.78","51.85","39","32","54.93","3.30","127","119","13.70","1.7386","1996-09-06","18.03","18.32","20","ROU","-","L","2014","COL (2014) - #204","COL","-","http://pick224.com/images/Q-2014/36189_julien-nantel2014.png"
"QMJHL","Cameron Askew","37589/cameron-askew","F","2015","DY","66","0.2576","0.1061","0.3939","9","8","16","17","7","0","3","7","1","1","0","8.26","21.88","11.56","17","26","45","0.6818","70.83","66.67","46","47","49.46","- 4.03","138","120","14.99","1.5771","1997-05-13","18.34","18.63","19","MON","-","R","2015","","","-","http://pick224.com/images/Q-2015/37589_cameron-askew2015.png"
"QMJHL","Jordon Escott","25977/jordon-escott","F","2010","DY","61","0.3279","0.0656","0.3934","11","9","4","20","1","3","4","4","0","0","0","0.00","0.00","12.63","12","24","32","0.5246","83.33","50.00","105","111","48.61","- 0.83","89","91","15.71","1.5022","1991-09-28","18.96","19.26","21","","-","L","2010","","","-",""
"QMJHL","Carl Gelinas","26584/carl-gelinas","F","2010","DY","56","0.2500","0.1429","0.3929","8","6","6","14","6","2","2","8","0","0","0","0.00","0.00","11.86","14","22","30","0.5357","63.64","63.64","27","30","47.37","15.50","58","124","14.60","1.6145","1992-02-06","18.61","18.90","19","","-","L","2010","","","-",""
"QMJHL","Stefan Fournier","27187/stefan-fournier","F","2010","DY","52","0.2500","0.1346","0.3846","8","5","4","13","4","3","1","7","0","0","0","0.00","0.00","10.26","12","20","25","0.4808","65.00","60.00","26","28","48.15","4.40","84","108","13.61","1.6953","1992-04-30","18.38","18.67","22","","-","R","2010","","","-",""
"QMJHL","Frederick Roy","24770/frederick-roy","F","2009","DY","50","0.2400","0.1200","0.3800","3","9","4","12","3","3","1","6","1","0","0","0.00","0.00","11.29","7","19","24","0.4800","66.67","33.33","34","18","65.38","4.38","97","62","12.76","1.7866","1991-02-26","18.55","18.85","26","","-","L","2009","","","-",""
"QMJHL","Philippe Halley","27462/philippe-halley","F","2010","DY","29","0.3103","0.0000","0.3793","4","5","0","9","0","0","0","0","2","0","0","0.00","0.00","13.33","6","11","11","0.3793","100.00","44.44","13","9","59.09","- 1.62","51","33","13.17","1.7282","1992-06-08","18.27","18.56","17","","-","L","2010","","","-",""
