"LEAGUE","NAME","PLAYER ID","POS","SEASON","DY+/-","GP","EV P1/GP","PP P1/GP","P1/GP","EV G","EV A1","EV A2","EV P1","PP G","PP A1","PP A2","PP P1","SH G","SH A1","SH A2","EV SH%","PP SH%","SH%","TG","TP1","TP","TP/GP","EV%","Goals/P1","EV GF","EV GA","EV GF%","EV GF%Rel","OFF EV GF","OFF EV GA","eTOI/GP","P1/e60","DOB","AGE SEPT 15","AGE DEC 31","#","TEAM","HT","SHOOTS","DRAFT YEAR","NHL DRAFT","DRAFT TEAM","NHL TEAM","HEATMAP"
"OHL","John Mcfarland","26993/john-mcfarland","F","2010","DY","64","0.4219","0.2344","0.6719","12","15","3","27","7","8","4","15","1","0","0","0.00","0.00","0.00","20","43","50","0.7813","64.29","45.24","47","58","44.76","4.10","74","108","16.79","2.4005","1992-04-02","18.45","18.75","18","","-","R","2010","FLA (2010) - #33","FLA","-",""
"OHL","Scott Laughton","31473/scott-laughton","F","2012","DY","64","0.4375","0.1875","0.6719","14","14","6","28","6","6","4","12","1","2","0","0.00","0.00","0.00","21","43","53","0.8281","70.00","50.00","52","46","53.06","2.28","97","94","17.91","2.2505","1994-05-30","18.29","18.58","21","","-","L","2012","PHI (2012) - #20","PHI","PHI",""
"OHL","Chris Desousa","24140/chris-desousa","F","2009","DY","67","0.5373","0.1343","0.6716","25","11","4","36","8","1","2","9","0","0","0","0.00","0.00","0.00","33","45","51","0.7612","80.00","73.33","58","54","51.79","8.16","89","115","18.31","2.2007","1990-10-19","18.91","19.20","24","","-","L","2009","","","-",""
"OHL","Ivan Telegin","26760/ivan-telegin","F","2010","DY","51","0.4510","0.1961","0.6667","18","5","6","23","7","3","4","10","1","0","0","0.00","0.00","0.00","26","34","44","0.8627","69.70","75.76","40","33","54.79","1.51","81","71","15.25","2.6228","1992-02-28","18.55","18.84","24","","-","L","2010","WPG (2010) - #101","WPG","WPG",""
"OHL","Michael Bunting","34129/michael-bunting","F","2014","DY","48","0.4792","0.1875","0.6667","9","14","8","23","6","3","2","9","0","0","0","0.00","0.00","0.00","15","32","42","0.8750","71.88","46.88","43","30","58.90","2.93","89","70","15.24","2.6243","1995-09-17","18.99","19.29","27","SSM","-","L","2014","ARI (2014) - #117","ARI","ARI",""
"OHL","Michael Latta","25374/michael-latta","F","2009","DY","65","0.3385","0.3231","0.6615","12","10","6","22","10","11","8","21","0","0","0","0.00","0.00","0.00","22","43","57","0.8769","51.16","51.16","44","47","48.35","- 2.94","99","94","16.73","2.3726","1991-05-25","18.31","18.60","17","","-","R","2009","NSH (2009) - #72","NSH","-",""
"OHL","Scott Kosmachuk","30532/scott-kosmachuk","F","2012","DY","67","0.3731","0.2687","0.6567","19","6","9","25","11","7","6","18","0","1","0","0.00","0.00","0.00","30","44","59","0.8806","58.14","69.77","44","48","47.83","- 2.87","109","106","16.21","2.4309","1994-01-24","18.64","18.94","24","","-","R","2012","WPG (2012) - #70","WPG","-",""
"OHL","Freddie Hamilton","26304/freddie-hamilton","F","2010","DY","64","0.4688","0.1719","0.6563","20","10","8","30","4","7","5","11","1","0","0","0.00","0.00","0.00","25","42","55","0.8594","73.17","58.54","56","45","55.45","9.61","77","91","19.05","2.0665","1992-01-01","18.71","19.00","13","","-","R","2010","SJS (2010) - #129","SJS","-",""
"OHL","Brett Ritchie","29644/brett-ritchie","F","2011","DY","49","0.3878","0.2041","0.6531","15","4","7","19","5","5","2","10","1","2","0","0.00","0.00","0.00","21","32","41","0.8367","65.52","68.97","35","31","53.03","4.84","93","100","16.15","2.4255","1993-07-01","18.21","18.50","20","","-","R","2011","DAL (2011) - #44","DAL","BOS",""
"OHL","Connor Brown","30455/connor-brown","F","2012","DY","68","0.3529","0.2647","0.6471","12","12","5","24","12","6","4","18","1","1","0","0.00","0.00","0.00","25","44","53","0.7794","57.14","57.14","39","104","27.27","- 2.22","64","153","18.80","2.0653","1994-01-14","18.67","18.96","28","","-","R","2012","TOR (2012) - #156","TOR","OTT",""
"OHL","Andrew Mangiapane","35257/andrew-mangiapane","F","2014","DY","68","0.5882","0.0441","0.6471","22","18","4","40","1","2","3","3","1","0","0","0.00","0.00","0.00","24","44","51","0.7500","93.02","53.49","50","29","63.29","11.24","127","117","13.85","2.8040","1996-04-04","18.45","18.74","26","BAR","-","L","2014","CGY (2015) - #166","CGY","CGY",""
"OHL","Lucas Lessio","28548/lucas-lessio","F","2011","DY","66","0.4394","0.1515","0.6364","18","11","8","29","7","3","4","10","2","1","0","0.00","0.00","0.00","27","42","54","0.8182","74.36","64.10","56","48","53.85","- 2.21","125","98","16.31","2.3410","1993-01-23","18.64","18.94","38","","-","L","2011","ARI (2011) - #56","ARI","-",""
"OHL","Nicholas Baptiste","33918/nicholas-baptiste","F","2013","DY","66","0.4091","0.2273","0.6364","11","16","3","27","10","5","3","15","0","0","0","0.00","0.00","0.00","21","42","48","0.7273","64.29","50.00","43","39","52.44","2.93","100","102","15.41","2.4783","1995-08-04","18.11","18.41","14","SBY","-","R","2013","BUF (2013) - #69","BUF","-",""
"OHL","Eric Locke","30230/eric-locke","F","2012","DY","52","0.4423","0.1923","0.6346","15","8","5","23","5","5","2","10","0","0","0","0.00","0.00","0.00","20","33","40","0.7692","69.70","60.61","38","37","50.67","- 4.49","107","87","14.85","2.5637","1993-11-21","18.82","19.11","15","","-","L","2012","BUF (2013) - #189","BUF","-",""
"OHL","Brett Findlay","28082/brett-findlay","F","2011","DY","57","0.4211","0.2105","0.6316","14","10","5","24","6","6","3","12","0","0","0","0.00","0.00","0.00","20","36","44","0.7719","66.67","55.56","46","41","52.87","7.00","89","105","14.73","2.5730","1992-10-13","18.92","19.22","19","","-","L","2011","","","-",""
"OHL","Brendan Lemieux","35104/brendan-lemieux","F","2014","DY","65","0.4462","0.1692","0.6308","17","12","6","29","10","1","6","11","0","1","0","0.00","0.00","0.00","27","41","53","0.8154","72.50","67.50","51","50","50.50","- 5.90","119","92","17.37","2.1790","1996-03-15","18.50","18.79","21","BAR","-","L","2014","BUF (2014) - #31","BUF","NYR",""
"OHL","Taylor Beck","25302/taylor-beck","F","2009","DY","67","0.4776","0.1493","0.6269","18","14","8","32","4","6","8","10","0","0","0","0.00","0.00","0.00","22","42","58","0.8657","76.19","52.38","51","42","54.84","2.30","93","84","16.51","2.2781","1991-05-13","18.34","18.63","19","","-","R","2009","NSH (2009) - #70","NSH","-",""
"OHL","Michael Sgarbossa","27704/michael-sgarbossa","F","2010","DY","67","0.4328","0.1642","0.6269","15","14","5","29","3","8","5","11","2","0","0","0.00","0.00","0.00","20","42","52","0.7761","72.50","45.00","45","46","49.45","- 5.95","118","95","15.18","2.4785","1992-07-25","18.14","18.43","93","","-","L","2010","","","WSH",""
"OHL","Garrett Wilson","24912/garrett-wilson","F","2009","DY","53","0.4717","0.1321","0.6226","14","11","0","25","2","5","2","7","1","0","0","0.00","0.00","0.00","17","33","35","0.6604","78.13","50.00","40","48","45.45","- 2.22","82","90","16.56","2.2556","1991-03-16","18.50","18.79","17","","-","L","2009","FLA (2009) - #107","FLA","TOR",""
"OHL","Daniil Zharkov","30604/daniil-zharkov","F","2012","DY","50","0.4000","0.2200","0.6200","14","6","2","20","9","2","3","11","0","0","0","0.00","0.00","0.00","23","31","36","0.7200","64.52","74.19","34","34","50.00","2.51","85","94","15.98","2.3286","1994-02-06","18.61","18.90","17","","-","L","2012","EDM (2012) - #91","EDM","-",""
"OHL","Brady Vail","30899/brady-vail","F","2012","DY","68","0.4265","0.1618","0.6176","15","14","10","29","5","6","0","11","2","0","0","0.00","0.00","0.00","22","42","52","0.7647","72.50","50.00","59","55","51.75","8.19","88","114","16.79","2.2076","1994-03-11","18.51","18.81","97","","-","L","2012","MTL (2012) - #94","MTL","-",""
"OHL","Dalton Smith","27593/dalton-smith","F","2010","DY","62","0.5323","0.0806","0.6129","17","16","6","33","4","1","0","5","0","0","0","0.00","0.00","0.00","21","38","44","0.7097","86.84","55.26","64","43","59.81","8.76","97","93","16.29","2.2581","1992-06-30","18.21","18.50","33","","-","L","2010","CBJ (2010) - #34","CBJ","BUF",""
"OHL","Graham Knott","36687/graham-knott","F","2015","DY","59","0.4068","0.1864","0.6102","16","8","5","24","8","3","2","11","1","0","0","0.00","0.00","0.00","25","36","43","0.7288","68.57","68.57","43","41","51.19","- 3.39","125","104","15.80","2.3173","1997-01-13","18.67","18.97","13","NIAG","-","L","2015","CHI (2015) - #54","CHI","PIT",""
"OHL","Zach Senyshyn","37271/zach-senyshyn","F","2015","DY","66","0.5455","0.0606","0.6061","23","13","2","36","3","1","3","4","0","0","0","0.00","0.00","0.00","26","40","45","0.6818","90.00","65.00","57","24","70.37","5.73","181","99","12.48","2.9145","1997-03-30","18.46","18.75","9","SSM","-","R","2015","BOS (2015) - #15","BOS","BOS",""
"OHL","Jeremiah Addison","36364/jeremiah-addison","F","2015","DY","63","0.4286","0.1587","0.6032","16","11","9","27","3","7","0","10","0","1","0","0.00","0.00","0.00","19","38","47","0.7460","72.97","51.35","49","44","52.69","4.56","103","111","16.05","2.2555","1996-10-21","18.90","19.19","10","OTT","-","L","2015","MTL (2015) - #207","MTL","-",""
"OHL","Tobias Rieder","28433/tobias-rieder","F","2011","DY","65","0.4154","0.1538","0.6000","17","10","4","27","4","6","6","10","2","0","0","0.00","0.00","0.00","23","39","49","0.7538","72.97","56.76","46","38","54.76","1.37","118","103","14.84","2.4253","1993-01-10","18.68","18.98","9","","-","L","2011","EDM (2011) - #114","EDM","CGY",""
"OHL","Artur Gavrus","30360/artur-gavrus","F","2012","DY","45","0.3556","0.2444","0.6000","8","8","2","16","7","4","8","11","0","0","0","0.00","0.00","0.00","15","27","37","0.8222","59.26","55.56","25","21","54.35","- 1.47","72","57","15.06","2.3900","1994-01-03","18.70","18.99","19","","-","L","2012","NJD (2012) - #180","NJD","NJD",""
"OHL","Alan Quine","28808/alan-quine","F","2011","DY","69","0.3333","0.2464","0.5942","13","10","3","23","13","4","9","17","0","1","0","0.00","0.00","0.00","26","41","53","0.7681","57.50","65.00","36","67","34.95","- 5.60","88","129","15.94","2.2364","1993-02-25","18.56","18.85","26","","-","L","2011","DET (2011) - #85","DET","CGY",""
"OHL","Nathan Pancel","30373/nathan-pancel","F","2012","DY","63","0.4444","0.1270","0.5873","16","12","6","28","6","2","1","8","1","0","0","0.00","0.00","0.00","23","37","44","0.6984","77.78","61.11","41","28","59.42","9.66","106","107","14.10","2.4984","1994-01-05","18.69","18.99","61","","-","L","2012","","","-",""
"OHL","Mitchell Stephens","36853/mitchell-stephens","F","2015","DY","62","0.4032","0.1452","0.5806","15","10","10","25","5","4","2","9","2","0","0","0.00","0.00","0.00","22","36","48","0.7742","73.53","58.82","45","59","43.27","0.47","98","131","15.84","2.1992","1997-02-05","18.61","18.91","27","SAG","-","R","2015","TBL (2015) - #33","TBL","TBL",""
"OHL","Mathew Sisca","24164/mathew-sisca","F","2009","DY","66","0.4545","0.1212","0.5758","16","14","6","30","5","3","9","8","0","0","1","0.00","0.00","0.00","21","38","54","0.8182","78.95","55.26","46","51","47.42","0.76","98","112","15.94","2.1678","1990-10-30","18.88","19.17","25","","-","L","2009","","","-",""
"OHL","David Miller","36265/david-miller","F","2015","DY","70","0.3286","0.2429","0.5714","12","11","5","23","9","8","3","17","0","0","0","0.00","0.00","0.00","21","40","48","0.6857","57.50","52.50","50","55","47.62","- 14.02","135","84","15.70","2.1836","1996-09-25","18.97","19.27","71","SSM/KIT","-","R","2015","","","-",""
"OHL","Jordan Szwarz","25311/jordan-szwarz","F","2009","DY","67","0.3881","0.1791","0.5672","11","15","8","26","6","6","5","12","0","0","0","0.00","0.00","0.00","17","38","51","0.7612","68.42","44.74","50","34","59.52","9.52","104","104","14.65","2.3230","1991-05-14","18.34","18.63","10","","-","R","2009","ARI (2009) - #97","ARI","OTT",""
"OHL","William Wallen","25805/william-wallen","F","2009","DY","30","0.3000","0.2667","0.5667","6","3","2","9","5","3","3","8","0","0","0","0.00","0.00","0.00","11","17","22","0.7333","52.94","64.71","18","14","56.25","2.48","57","49","14.54","2.3390","1991-08-16","18.08","18.38","18","","-","R","2009","","","-",""
"OHL","Ryan Kujawinski","33130/ryan-kujawinski","F","2013","DY","66","0.4545","0.0758","0.5606","11","19","6","30","5","0","5","5","1","1","0","0.00","0.00","0.00","17","37","48","0.7273","85.71","45.71","58","68","46.03","0.53","96","115","17.68","1.9030","1995-03-30","18.46","18.75","17","KGN","-","L","2013","NJD (2013) - #73","NJD","-",""
"OHL","Jordan Mayer","25839/jordan-mayer","F","2009","DY","68","0.3529","0.2059","0.5588","15","9","4","24","7","7","2","14","0","0","0","0.00","0.00","0.00","22","38","44","0.6471","63.16","57.89","39","36","52.00","1.53","108","106","14.78","2.2686","1991-08-24","18.06","18.35","19","","-","R","2009","","","-",""
"OHL","Daniel Erlich","24885/daniel-erlich","F","2009","DY","67","0.3433","0.2090","0.5522","10","13","10","23","8","6","6","14","0","0","0","0.00","0.00","0.00","18","37","53","0.7910","62.16","48.65","51","29","63.75","6.61","120","90","13.99","2.3676","1991-03-13","18.51","18.80","92","","-","L","2009","","","-",""
"OHL","Zach Nastasiuk","33127/zach-nastasiuk","F","2013","DY","62","0.2581","0.2258","0.5484","11","5","5","16","7","7","1","14","2","2","0","0.00","0.00","0.00","20","34","40","0.6452","53.33","60.00","36","20","64.29","5.33","102","71","16.23","2.0272","1995-03-30","18.46","18.75","27","OS","-","R","2013","DET (2013) - #48","DET","-",""
"OHL","Casey Cizikas","24779/casey-cizikas","F","2009","DY","55","0.1818","0.2909","0.5455","5","5","3","10","8","8","3","16","3","1","0","0.00","0.00","0.00","16","30","36","0.6545","38.46","50.00","22","39","36.07","- 18.75","91","75","16.69","1.9609","1991-02-27","18.55","18.84","11","","-","L","2009","NYI (2009) - #92","NYI","NYI",""
"OHL","Brock Mcginn","30593/brock-mcginn","F","2012","DY","33","0.3333","0.1818","0.5455","5","6","1","11","6","0","0","6","1","0","0","0.00","0.00","0.00","12","18","19","0.5758","64.71","64.71","19","22","46.34","- 4.68","50","48","16.64","1.9666","1994-02-02","18.62","18.91","21","","-","L","2012","CAR (2012) - #47","CAR","CAR",""
"OHL","Matt Mistele","34257/matt-mistele","F","2014","DY","55","0.3636","0.1818","0.5455","13","7","6","20","5","5","1","10","0","0","0","0.00","0.00","0.00","18","30","37","0.6727","66.67","60.00","40","41","49.38","14.21","51","94","16.78","1.9502","1995-10-17","18.91","19.21","22","PLY","-","L","2014","LAK (2014) - #180","LAK","-",""
"OHL","Nick Magyar","35661/nick-magyar","F","2014","DY","66","0.4394","0.1061","0.5455","17","12","3","29","3","4","7","7","0","0","0","0.00","0.00","0.00","20","36","46","0.6970","80.56","55.56","43","55","43.88","3.09","93","135","15.84","2.0667","1996-05-29","18.29","18.59","20","KIT","-","R","2014","COL (2014) - #93","COL","-",""
"OHL","Ryan Rupert","31499/ryan-rupert","F","2012","DY","63","0.3968","0.1111","0.5397","11","14","8","25","5","2","6","7","1","1","0","0.00","0.00","0.00","17","34","48","0.7619","78.13","50.00","46","31","59.74","- 8.63","134","62","16.00","2.0235","1994-06-02","18.29","18.58","64","","-","L","2012","TOR (2012) - #157","TOR","-",""
"OHL","Nick Moutrey","33688/nick-moutrey","F","2013","DY","65","0.4769","0.0308","0.5385","14","17","7","31","1","1","1","2","1","1","0","0.00","0.00","0.00","16","35","43","0.6615","93.94","45.45","52","49","51.49","0.22","122","116","14.56","2.2188","1995-06-24","18.23","18.52","91","SAG","-","L","2013","CBJ (2013) - #105","CBJ","-",""
"OHL","Michael Fine","25280/michael-fine","F","2009","DY","58","0.3103","0.2241","0.5345","10","8","2","18","6","7","4","13","0","0","0","0.00","0.00","0.00","16","31","37","0.6379","58.06","51.61","29","42","40.85","6.36","60","114","15.17","2.1141","1991-05-10","18.35","18.64","19","","-","L","2009","","","-",""
"OHL","Kristoff Kontos","30276/kristoff-kontos","F","2012","DY","66","0.3939","0.1364","0.5303","11","15","5","26","4","5","7","9","0","0","0","0.00","0.00","0.00","15","35","47","0.7121","74.29","42.86","45","47","48.91","- 0.78","80","81","17.08","1.8626","1993-12-06","18.78","19.07","16","","-","L","2012","","","-",""
"OHL","Andreas Athanasiou","31855/andreas-athanasiou","F","2012","DY","63","0.4286","0.0635","0.5238","18","9","3","27","3","1","1","4","1","1","0","0.00","0.00","0.00","22","33","37","0.5873","87.10","67.74","45","23","66.18","- 0.16","132","67","14.22","2.2097","1994-08-06","18.11","18.40","86","","-","L","2012","DET (2012) - #110","DET","EDM",""
"OHL","Matt Rupert","31498/matt-rupert","F","2012","DY","48","0.3542","0.1667","0.5208","6","11","7","17","6","2","3","8","0","0","0","0.00","0.00","0.00","12","25","35","0.7292","68.00","48.00","29","11","72.50","3.32","110","49","13.14","2.3782","1994-06-02","18.29","18.58","46","","-","L","2012","","","-",""
"OHL","Sam Carrick","26561/sam-carrick","F","2010","DY","66","0.3333","0.1667","0.5152","16","6","8","22","5","6","0","11","0","1","0","0.00","0.00","0.00","21","34","42","0.6364","66.67","63.64","44","43","50.57","2.69","68","74","18.27","1.6919","1992-02-04","18.61","18.91","16","","-","R","2010","TOR (2010) - #144","TOR","ANA",""
"OHL","Joseph Cramarossa","28130/joseph-cramarossa","F","2011","DY","59","0.4576","0.0339","0.5085","10","17","2","27","1","1","0","2","1","0","0","0.00","0.00","0.00","12","30","32","0.5424","93.10","37.93","43","23","65.15","- 1.69","125","62","13.79","2.2127","1992-10-26","18.89","19.18","16","","-","L","2011","ANA (2011) - #65","ANA","CHI",""
"OHL","Barclay Goodrow","28817/barclay-goodrow","F","2011","DY","65","0.3538","0.1538","0.5077","16","7","6","23","8","2","0","10","0","0","0","0.00","0.00","0.00","24","33","39","0.6000","69.70","72.73","37","39","48.68","0.77","92","100","15.01","2.0293","1993-02-26","18.55","18.85","23","","-","L","2011","","","TBL",""
"OHL","Ben Johnson","31528/ben-johnson","F","2012","DY","68","0.3971","0.0735","0.5000","14","13","3","27","2","3","1","5","2","0","0","0.00","0.00","0.00","18","34","38","0.5588","84.38","50.00","43","46","48.31","2.50","104","123","13.99","2.1451","1994-06-07","18.27","18.57","12","","-","L","2012","NJD (2012) - #90","NJD","-",""
"OHL","Jason Dickinson","33744/jason-dickinson","F","2013","DY","66","0.3636","0.1061","0.5000","12","12","8","24","6","1","5","7","0","2","1","0.00","0.00","0.00","18","33","47","0.7121","77.42","58.06","51","32","61.45","6.99","110","92","15.44","1.9427","1995-07-04","18.20","18.49","11","GUE","-","L","2013","DAL (2013) - #29","DAL","DAL",""
"OHL","Cristiano DiGiacinto","34604/cristiano-digiacinto","F","2014","DY","50","0.4600","0.0400","0.5000","15","8","3","23","2","0","0","2","0","0","0","0.00","0.00","0.00","17","25","28","0.5600","92.00","68.00","39","30","56.52","7.09","87","89","13.47","2.2269","1996-01-10","18.68","18.98","96","WSR","-","L","2014","TBL (2014) - #170","TBL","-",""
"OHL","Darby Llewellyn","35964/darby-llewellyn","F","2014","DY","66","0.4091","0.0909","0.5000","21","6","2","27","4","2","1","6","0","0","0","0.00","0.00","0.00","25","33","36","0.5455","81.82","75.76","45","52","46.39","7.80","88","140","16.12","1.8616","1996-07-19","18.16","18.45","27","KIT","-","L","2014","","","-",""
"OHL","Petrus Palmu","37952/petrus-palmu","F","2015","DY","62","0.2581","0.2419","0.5000","13","3","7","16","9","6","4","15","0","0","0","0.00","0.00","0.00","22","31","42","0.6774","51.61","70.97","47","37","55.95","4.10","84","78","17.23","1.7407","1997-07-16","18.16","18.46","25","OS","-","L","2015","VAN (2017) - #181","VAN","VAN",""
"OHL","Carter Verhaeghe","33971/carter-verhaeghe","F","2013","DY","67","0.3731","0.1045","0.4925","13","12","5","25","5","2","6","7","0","1","0","0.00","0.00","0.00","18","33","44","0.6567","78.13","56.25","40","51","43.96","- 3.49","121","134","15.19","1.9455","1995-08-14","18.09","18.38","21","NIAG","-","L","2013","TOR (2013) - #82","TOR","TBL",""
"OHL","Dylan Sadowy","35236/dylan-sadowy","F","2014","DY","68","0.4118","0.0000","0.4853","24","4","3","28","0","0","0","0","3","2","0","0.00","0.00","0.00","27","33","36","0.5294","100.00","85.71","49","41","54.44","2.77","139","130","14.26","2.0416","1996-04-02","18.45","18.75","10","SAG","-","L","2014","SJS (2014) - #81","SJS","-",""
"OHL","Dominik Kahun","33739/dominik-kahun","F","2013","DY","58","0.3621","0.1207","0.4828","11","10","8","21","2","5","4","7","0","0","0","0.00","0.00","0.00","13","28","40","0.6897","75.00","46.43","36","32","52.94","7.49","85","102","13.75","2.1064","1995-07-02","18.20","18.50","21","SBY","-","L","2013","","","BUF",""
"OHL","Hunter Garlent","32697/hunter-garlent","F","2013","DY","50","0.2800","0.1800","0.4800","6","8","4","14","5","4","3","9","1","0","0","0.00","0.00","0.00","12","24","31","0.6200","60.87","47.83","30","19","61.22","4.08","96","72","14.56","1.9775","1995-02-04","18.61","18.91","19","GUE","-","R","2013","","","-",""
"OHL","Anthony Stefano","34546/anthony-stefano","F","2014","DY","65","0.4462","0.0000","0.4769","14","15","3","29","0","0","1","0","1","1","0","0.00","0.00","0.00","15","31","35","0.5385","100.00","48.28","39","38","50.65","1.99","127","134","13.14","2.1772","1996-01-04","18.70","18.99","7","PBO","-","L","2014","","","-",""
"OHL","Roman Berdnikov","27331/roman-berdnikov","F","2010","DY","38","0.3158","0.1579","0.4737","6","6","5","12","3","3","1","6","0","0","0","0.00","0.00","0.00","9","18","24","0.6316","66.67","50.00","24","31","43.64","- 5.67","71","73","14.79","1.9214","1992-05-18","18.33","18.62","9","","-","R","2010","","","-",""
"OHL","Brody Silk","32313/brody-silk","F","2013","DY","55","0.3273","0.1455","0.4727","8","10","9","18","4","4","1","8","0","0","0","0.00","0.00","0.00","12","26","36","0.6545","69.23","46.15","34","38","47.22","- 4.08","79","75","14.74","1.9242","1994-11-30","18.79","19.08","94","SBY","-","L","2013","","","-",""
"OHL","Taylor Carnevale","24904/taylor-carnevale","F","2009","DY","68","0.3088","0.1618","0.4706","7","14","3","21","6","5","5","11","0","0","0","0.00","0.00","0.00","13","32","40","0.5882","65.63","40.63","37","38","49.33","- 1.92","123","117","14.22","1.9861","1991-03-15","18.50","18.79","26","","-","R","2009","","","-",""
"OHL","Alex Aleardi","27740/alex-aleardi","F","2010","DY","64","0.4063","0.0625","0.4688","14","12","6","26","2","2","4","4","0","0","1","0.00","0.00","0.00","16","30","41","0.6406","86.67","53.33","36","47","43.37","- 1.12","93","116","13.95","2.0163","1992-07-30","18.13","18.42","27","","-","R","2010","","","-",""
"OHL","Michael Amadio","35555/michael-amadio","F","2014","DY","64","0.2969","0.1719","0.4688","9","10","6","19","3","8","2","11","0","0","0","0.00","0.00","0.00","12","30","38","0.5938","63.33","40.00","49","31","61.25","12.34","90","94","15.97","1.7616","1996-05-13","18.34","18.63","18","NB","-","R","2014","LAK (2014) - #90","LAK","LAK",""
"OHL","Tyler Bertuzzi","32869/tyler-bertuzzi","F","2013","DY","43","0.3721","0.0930","0.4651","11","5","2","16","2","2","0","4","0","0","0","0.00","0.00","0.00","13","20","22","0.5116","80.00","65.00","22","24","47.83","- 13.25","91","58","13.01","2.1452","1995-02-24","18.56","18.85","17","GUE","-","L","2013","DET (2013) - #58","DET","DET",""
"OHL","Jacob Harris","32851/jacob-harris","F","2013","DY","54","0.3889","0.0556","0.4630","14","7","4","21","2","1","1","3","0","1","0","0.00","0.00","0.00","16","25","30","0.5556","87.50","66.67","32","31","50.79","- 0.40","86","82","13.66","2.0330","1995-02-22","18.56","18.86","16","SBY","-","R","2013","","","-",""
"OHL","Justin Bailey","33728/justin-bailey","F","2013","DY","57","0.4035","0.0526","0.4561","16","7","7","23","1","2","3","3","0","0","0","0.00","0.00","0.00","17","26","36","0.6316","88.46","65.38","40","16","71.43","17.84","97","84","13.62","2.0093","1995-07-01","18.21","18.50","95","KIT","-","R","2013","BUF (2013) - #52","BUF","VAN",""
"OHL","Matt Tipoff","24076/matt-tipoff","F","2009","DY","68","0.2500","0.1471","0.4559","6","11","8","17","5","5","1","10","2","2","0","0.00","0.00","0.00","13","31","40","0.5882","62.96","40.74","45","34","56.96","- 4.87","128","79","14.83","1.8439","1990-10-04","18.95","19.24","27","","-","L","2009","","","-",""
"OHL","Cole Cassels","33377/cole-cassels","F","2013","DY","64","0.2813","0.1563","0.4531","9","9","8","18","6","4","6","10","0","1","0","0.00","0.00","0.00","15","29","43","0.6719","64.29","53.57","38","30","55.88","0.09","106","84","16.08","1.6912","1995-05-04","18.36","18.66","19","OSH","-","R","2013","VAN (2013) - #85","VAN","-",""
"OHL","Chris Marchese","30756/chris-marchese","F","2012","DY","58","0.2414","0.1897","0.4483","10","4","11","14","7","4","6","11","1","0","0","0.00","0.00","0.00","18","26","43","0.7414","56.00","68.00","33","70","32.04","- 4.28","69","121","16.52","1.6285","1994-02-23","18.56","18.86","61","","-","L","2012","","","-",""
"OHL","Matt Campagna","30883/matt-campagna","F","2012","DY","45","0.2222","0.1111","0.4444","3","7","10","10","1","4","1","5","4","1","0","0.00","0.00","0.00","8","20","31","0.6889","66.67","26.67","24","19","55.81","5.44","68","67","15.14","1.7619","1994-03-09","18.52","18.81","37","","-","L","2012","","","-",""
"OHL","Cody Mcnaughton","28097/cody-mcnaughton","F","2011","DY","68","0.2353","0.1765","0.4412","7","9","5","16","8","4","1","12","0","2","0","0.00","0.00","0.00","15","30","36","0.5294","57.14","53.57","44","54","44.90","- 6.86","118","110","16.13","1.6407","1992-10-16","18.91","19.21","22","","-","R","2011","","","-",""
"OHL","Riley Brace","26823/riley-brace","F","2010","DY","66","0.3333","0.0909","0.4394","12","10","5","22","5","1","2","6","0","1","0","0.00","0.00","0.00","17","29","36","0.5455","78.57","60.71","46","23","66.67","10.34","98","76","14.65","1.7990","1992-03-07","18.52","18.82","25","","-","L","2010","","","-",""
"OHL","Tyler Randell","25486/tyler-randell","F","2009","DY","73","0.2740","0.1644","0.4384","13","7","4","20","11","1","1","12","0","0","0","0.00","0.00","0.00","24","32","37","0.5068","62.50","75.00","35","43","44.87","- 9.04","124","106","13.97","1.8822","1991-06-15","18.25","18.54","15","","-","R","2009","BOS (2009) - #176","BOS","-",""
"OHL","Stephen Harper","33090/stephen-harper","F","2013","DY","67","0.2537","0.1791","0.4328","12","5","7","17","6","6","2","12","0","0","0","0.00","0.00","0.00","18","29","38","0.5672","58.62","62.07","34","70","32.69","- 7.61","106","157","15.22","1.7062","1995-03-25","18.47","18.77","10","ER","-","L","2013","","","-",""
"OHL","Tom Wilson","31033/tom-wilson","F","2012","DY","49","0.3061","0.1224","0.4286","6","9","5","15","3","3","1","6","0","0","0","0.00","0.00","0.00","9","21","27","0.5510","71.43","42.86","40","22","64.52","0.54","119","67","14.24","1.8052","1994-03-29","18.46","18.76","10","","-","R","2012","WSH (2012) - #16","WSH","WSH",""
"OHL","Vern Cooper","24338/vern-cooper","F","2009","DY","68","0.2941","0.1029","0.4265","9","11","3","20","6","1","5","7","2","0","0","0.00","0.00","0.00","17","29","37","0.5441","74.07","55.56","31","45","40.79","- 17.97","151","106","13.68","1.8711","1990-12-30","18.71","19.00","19","","-","L","2009","","","-",""
"OHL","Garrett Meurs","28450/garrett-meurs","F","2011","DY","68","0.3235","0.1029","0.4265","8","14","7","22","2","5","5","7","0","0","0","0.00","0.00","0.00","10","29","41","0.6029","75.86","34.48","46","39","54.12","0.14","122","104","13.73","1.8641","1993-01-12","18.68","18.97","16","","-","R","2011","COL (2011) - #123","COL","-",""
